Order ID,Customer Name,Company,Order Region,Order State,Order City,Category Name,Department Name,Product Name,Order Item Quantity,Order Item Discount,Product Price,Order Item Total,Sales,order date (DateOrders),delivery date (Date),Days for shipment (scheduled),Days for shipping (real),Shipping Mode,Delivery Status,Late_delivery_risk
IND-103163,Asha Singh,Reliance Retail,South,Telangana,Hyderabad,Apparel,Kids,Kids T-Shirt,8,0.05,1955.72,14863.47,14863.47,2025-04-17,2025-04-22,2,5,Overnight,Delivered,1
IND-103164,Divya Nambiar,Dmart,West,Madhya Pradesh,Indore,Furniture,Bedroom,Queen Bed,5,0.15,27585.15,117236.89,117236.89,2024-01-10,2024-01-13,1,3,Express,Delayed,1
IND-103165,Priya Nambiar,Godrej Consumer,South,Tamil Nadu,Coimbatore,Beauty & Personal Care,Haircare,Conditioner 200ml,18,0.05,1906.68,32604.23,32604.23,2024-03-13,2024-03-18,3,5,Express,Delayed,1
IND-103166,Neha Mehta,Godrej Consumer,North,Telangana,Warangal,Furniture,Living Room,Coffee Table,13,0.15,56393.93,623152.93,623152.93,2024-04-25,2024-04-27,2,2,Overnight,Out for Delivery,0
IND-103167,Asha Kapoor,ITC Limited,North,Madhya Pradesh,Bhopal,Automotive,Accessories,Car Seat Cover,10,0.05,7727.64,73412.58,73412.58,2025-02-05,2025-02-14,7,9,Overnight,Delayed,1
IND-103168,Suresh Gupta,BigBasket,West,Kerala,Thiruvananthapuram,Groceries,Dairy,Cheese 200g,16,0.2,2212.99,28326.27,28326.27,2024-11-14,2024-11-22,6,8,Standard,Delivered,1
IND-103169,Anjali Kumar,Dmart,South,Rajasthan,Udaipur,Beauty & Personal Care,Haircare,Conditioner 200ml,9,0.0,2606.49,23458.41,23458.41,2024-02-23,2024-02-28,6,5,Same Day,Out for Delivery,0
IND-103170,Pooja Kumar,Hindustan Unilever,East,Gujarat,Surat,Automotive,Spare Parts,Oil Filter,9,0.2,5979.61,43053.19,43053.19,2025-04-08,2025-04-17,10,9,Same Day,Out for Delivery,0
IND-103171,Vivek Iyer,Amazon India,West,Kerala,Kochi,FMCG,Beverages,Coffee Jar 200g,2,0.0,3594.33,7188.66,7188.66,2025-01-14,2025-01-18,3,4,Standard,Delayed,1
IND-103172,Anjali Patel,Infosys Ltd.,East,Madhya Pradesh,Bhopal,Apparel,Men,T-Shirt,18,0.2,136.27,1962.29,1962.29,2025-10-02,2025-10-09,5,7,Express,Delivered,1
IND-103173,Priya Singh,Amazon India,North,Telangana,Warangal,Groceries,Dairy,Cheese 200g,19,0.25,4272.34,60880.85,60880.85,2024-02-15,2024-02-21,6,6,Overnight,In Transit,0
IND-103174,Sneha Mehta,ITC Limited,North,Gujarat,Vadodara,Groceries,Dairy,Milk Powder 1kg,8,0.25,1690.91,10145.46,10145.46,2024-09-09,2024-09-18,10,9,Two Day,Out for Delivery,0
IND-103175,Karan Joshi,Spencers,West,Telangana,Warangal,Kitchen,Storage,Plastic Container 3pc,5,0.15,2773.12,11785.76,11785.76,2025-09-11,2025-09-18,6,7,Overnight,Delayed,1
IND-103176,Vivek Singh,Marico Ltd.,West,Rajasthan,Jaipur,Kitchen,Storage,Plastic Container 3pc,3,0.1,656.38,1772.23,1772.23,2025-07-27,2025-08-05,7,9,Standard,Delayed,1
IND-103177,Raj Joshi,Reliance Retail,North,Gujarat,Vadodara,Furniture,Bedroom,Queen Bed,20,0.25,40301.25,604518.75,604518.75,2024-08-15,2024-08-22,1,7,Overnight,Delivered,1
IND-103178,Vivek Singh,Aditya Birla Fashion,Central,Rajasthan,Jaipur,Furniture,Bedroom,Queen Bed,3,0.1,3939.28,10636.06,10636.06,2024-04-28,2024-04-30,1,2,Standard,Delayed,1
IND-103179,Neha Kumar,Aditya Birla Fashion,Central,Kerala,Thiruvananthapuram,Books,Education,Math Textbook,11,0.25,1053.96,8695.17,8695.17,2024-11-30,2024-12-07,5,7,Overnight,Delayed,1
IND-103180,Divya Nambiar,Godrej Consumer,West,Telangana,Warangal,Books,Fiction,Novel B,19,0.25,2986.39,42556.06,42556.06,2023-12-14,2023-12-28,7,14,Overnight,Delivered,1
IND-103181,Priya Patel,Dmart,West,Telangana,Warangal,Groceries,Dairy,Milk Powder 1kg,13,0.1,4246.77,49687.21,49687.21,2024-11-16,2024-11-26,10,10,Two Day,In Transit,0
IND-103182,Divya Patel,ITC Limited,East,Kerala,Kozhikode,Home Appliances,Large Appliances,Refrigerator 260L,12,0.25,20655.84,185902.56,185902.56,2025-10-01,2025-10-08,5,7,Standard,Delayed,1
IND-103183,Ravi Patel,Reliance Retail,North,Kerala,Kochi,FMCG,Snacks,Potato Chips 150g,5,0.2,184.27,737.08,737.08,2024-08-05,2024-08-13,6,8,Overnight,Delayed,1
IND-103184,Raj Kapoor,Amazon India,South,West Bengal,Kolkata,Automotive,Spare Parts,Oil Filter,14,0.15,3406.35,40535.57,40535.57,2024-11-15,2024-11-26,10,11,Overnight,Delayed,1
IND-103185,Asha Bose,Marico Ltd.,Central,Rajasthan,Jodhpur,Books,Fiction,Novel A,18,0.25,1596.01,21546.14,21546.14,2025-09-22,2025-09-28,2,6,Express,Delivered,1
IND-103186,Amit Reddy,Spencers,East,Gujarat,Vadodara,FMCG,Beverages,Coffee Jar 200g,8,0.0,873.8,6990.4,6990.4,2025-08-19,2025-09-04,8,16,Standard,Delayed,1
IND-103187,Neha Iyer,BigBasket,West,Rajasthan,Udaipur,FMCG,Beverages,Coffee Jar 200g,20,0.2,3247.11,51953.76,51953.76,2024-01-23,2024-01-27,4,4,Express,Out for Delivery,0
IND-103188,Ravi Singh,Infosys Ltd.,East,Rajasthan,Jaipur,Automotive,Accessories,Car Seat Cover,11,0.15,2127.12,19888.57,19888.57,2025-04-24,2025-05-08,9,14,Overnight,Delivered,1
IND-103189,Raj Patel,BigBasket,Central,Karnataka,Bengaluru,Furniture,Living Room,Sofa 3-seater,6,0.05,32138.99,183192.24,183192.24,2024-03-29,2024-04-05,5,7,Standard,Delayed,1
IND-103190,Priya Reddy,BigBasket,North,Telangana,Nizamabad,Books,Education,Science Workbook,7,0.05,846.59,5629.82,5629.82,2024-01-13,2024-01-21,6,8,Overnight,Delayed,1
IND-103191,Sneha Reddy,Wipro Ltd.,Central,Karnataka,Mangalore,Furniture,Living Room,Sofa 3-seater,14,0.05,31547.51,419581.88,419581.88,2024-01-01,2024-01-04,2,3,Express,Delivered,1
IND-103192,Raj Iyer,Godrej Consumer,West,Kerala,Kozhikode,Home Appliances,Kitchen Appliances,Mixer Grinder,13,0.0,47747.27,620714.51,620714.51,2025-08-24,2025-08-25,1,1,Overnight,Delivered,0
IND-103193,Pooja Joshi,Reliance Retail,South,Tamil Nadu,Madurai,Beauty & Personal Care,Haircare,Conditioner 200ml,11,0.05,2036.67,21283.2,21283.2,2024-12-16,2024-12-19,3,3,Standard,Out for Delivery,0
IND-103194,Divya Sharma,Flipkart,Central,Gujarat,Ahmedabad,Apparel,Men,Jeans,9,0.15,2779.65,21264.32,21264.32,2025-05-21,2025-05-31,10,10,Overnight,Delivered,0
IND-103195,Raj Joshi,Godrej Consumer,West,Delhi,New Delhi,Kitchen,Storage,Glass Jar 1L,5,0.15,1791.41,7613.49,7613.49,2024-04-12,2024-04-14,1,2,Same Day,Delayed,1
IND-103196,Sneha Kapoor,Mahindra & Mahindra,Central,West Bengal,Siliguri,Automotive,Spare Parts,Oil Filter,13,0.1,5220.66,61081.72,61081.72,2024-09-17,2024-09-23,5,6,Two Day,Delivered,1
IND-103197,Anjali Patel,Amazon India,West,Karnataka,Hubballi,Furniture,Living Room,Coffee Table,10,0.0,24597.68,245976.8,245976.8,2025-06-09,2025-06-18,10,9,Same Day,Delivered,0
IND-103198,Amit Sharma,Aditya Birla Fashion,East,West Bengal,Howrah,FMCG,Beverages,Tea Pack 1kg,14,0.2,3529.38,39529.06,39529.06,2025-04-08,2025-04-14,6,6,Overnight,Delivered,0
IND-103199,Amit Mehta,Spencers,Central,West Bengal,Siliguri,Books,Fiction,Novel B,9,0.05,2523.97,21579.94,21579.94,2024-08-03,2024-08-11,2,8,Standard,Delayed,1
IND-103200,Priya Patel,BigBasket,North,Telangana,Warangal,Automotive,Accessories,Car Seat Cover,6,0.15,3828.94,19527.59,19527.59,2024-04-11,2024-04-12,1,1,Overnight,In Transit,0
IND-103201,Vivek Kumar,Reliance Retail,North,Telangana,Warangal,Beauty & Personal Care,Skincare,Face Cream 50ml,8,0.2,1827.71,11697.34,11697.34,2025-06-06,2025-06-17,9,11,Express,Delayed,1
IND-103202,Suresh Gupta,Reliance Retail,Central,Tamil Nadu,Chennai,Groceries,Staples,Wheat Flour 10kg,12,0.2,1814.07,17415.07,17415.07,2024-05-15,2024-05-22,7,7,Standard,Out for Delivery,0
IND-103203,Priya Mehta,Spencers,West,Delhi,New Delhi,Electronics,TV & Audio,Soundbar 2.1,17,0.25,47294.11,602999.9,602999.9,2025-06-28,2025-07-06,9,8,Overnight,Delivered,0
IND-103204,Amit Bose,Aditya Birla Fashion,North,Madhya Pradesh,Gwalior,Apparel,Women,Kurta,10,0.25,491.22,3684.15,3684.15,2023-11-16,2023-11-23,7,7,Overnight,Out for Delivery,0
IND-103205,Raj Reddy,BigBasket,South,Gujarat,Ahmedabad,FMCG,Snacks,Biscuits Pack,4,0.15,3854.83,13106.42,13106.42,2024-03-23,2024-03-24,1,1,Express,In Transit,0
IND-103206,Vivek Kumar,Dmart,South,Delhi,New Delhi,Electronics,TV & Audio,"LED TV 43""",15,0.15,21872.88,278879.22,278879.22,2024-05-29,2024-06-06,4,8,Standard,Delivered,1
IND-103207,Suresh Reddy,Marico Ltd.,West,Delhi,New Delhi,Kitchen,Cookware,Pressure Cooker,4,0.0,4483.21,17932.84,17932.84,2024-05-03,2024-05-11,6,8,Overnight,Delayed,1
IND-103208,Priya Kapoor,Dmart,Central,Tamil Nadu,Madurai,Groceries,Staples,Wheat Flour 10kg,6,0.1,4982.14,26903.56,26903.56,2025-09-11,2025-09-20,10,9,Two Day,In Transit,0
IND-103209,Priya Gupta,Dmart,East,Madhya Pradesh,Gwalior,Home Appliances,Kitchen Appliances,Mixer Grinder,3,0.2,46831.36,112395.26,112395.26,2025-03-02,2025-03-11,8,9,Standard,Delivered,1
IND-103210,Priya Bose,Spencers,South,Gujarat,Ahmedabad,Electronics,Mobiles,Smartphone Model B,9,0.0,27256.88,245311.92,245311.92,2024-04-09,2024-04-16,8,7,Standard,Out for Delivery,0
IND-103211,Amit Gupta,Mahindra & Mahindra,South,Telangana,Hyderabad,Books,Education,Math Textbook,1,0.0,2950.45,2950.45,2950.45,2024-06-21,2024-06-29,7,8,Two Day,Delivered,1
IND-103212,Sneha Bose,Flipkart,West,Madhya Pradesh,Indore,Automotive,Accessories,Car Seat Cover,18,0.1,4407.51,71401.66,71401.66,2025-04-11,2025-04-13,2,2,Standard,Delivered,0
IND-103213,Amit Reddy,Hindustan Unilever,West,Tamil Nadu,Chennai,Beauty & Personal Care,Skincare,Sunscreen 100ml,5,0.0,1057.59,5287.95,5287.95,2024-02-17,2024-02-19,3,2,Express,Out for Delivery,0
IND-103214,Amit Reddy,Mahindra & Mahindra,South,Maharashtra,Pune,Books,Fiction,Novel B,2,0.15,1212.42,2061.11,2061.11,2025-10-03,2025-10-08,5,5,Same Day,Delivered,0
IND-103215,Raj Iyer,Godrej Consumer,South,Madhya Pradesh,Bhopal,Furniture,Bedroom,Wardrobe,13,0.0,15684.74,203901.62,203901.62,2025-01-29,2025-02-14,10,16,Same Day,Delayed,1
IND-103216,Anjali Mehta,Wipro Ltd.,East,Kerala,Thiruvananthapuram,Automotive,Spare Parts,Car Brake Pad,15,0.1,2808.5,37914.75,37914.75,2025-02-03,2025-02-12,7,9,Express,Delayed,1
IND-103217,Pooja Singh,Tata Electronics,Central,West Bengal,Siliguri,Books,Fiction,Novel B,12,0.1,2985.61,32244.59,32244.59,2024-05-02,2024-05-05,3,3,Standard,In Transit,0
IND-103218,Anjali Singh,Infosys Ltd.,North,Kerala,Thiruvananthapuram,Kitchen,Storage,Plastic Container 3pc,13,0.15,1395.48,15420.05,15420.05,2024-02-07,2024-02-19,10,12,Standard,Delayed,1
IND-103219,Sneha Sharma,Marico Ltd.,North,Rajasthan,Jodhpur,Apparel,Women,Kurta,4,0.1,1109.13,3992.87,3992.87,2024-07-11,2024-07-21,10,10,Standard,Delivered,0
IND-103220,Ravi Sharma,Aditya Birla Fashion,Central,Delhi,New Delhi,Furniture,Living Room,Coffee Table,7,0.15,50915.25,302945.74,302945.74,2025-07-31,2025-08-03,1,3,Overnight,Delayed,1
IND-103221,Suresh Mehta,Godrej Consumer,North,Rajasthan,Jaipur,Furniture,Bedroom,Queen Bed,14,0.1,17869.06,225150.16,225150.16,2025-08-23,2025-09-03,9,11,Overnight,Delivered,1
IND-103222,Raj Patel,Amazon India,Central,Tamil Nadu,Madurai,Kitchen,Cookware,Pressure Cooker,7,0.05,1953.73,12992.3,12992.3,2025-03-16,2025-03-23,6,7,Overnight,Delivered,1
IND-103223,Asha Nambiar,BigBasket,East,Gujarat,Ahmedabad,Groceries,Dairy,Cheese 200g,6,0.05,3826.66,21811.96,21811.96,2024-01-11,2024-01-29,9,18,Standard,Delivered,1
IND-103224,Neha Singh,BigBasket,Central,Rajasthan,Jodhpur,Furniture,Living Room,Sofa 3-seater,20,0.25,54470.59,817058.85,817058.85,2024-04-24,2024-04-28,5,4,Overnight,Out for Delivery,0
IND-103225,Amit Reddy,Godrej Consumer,West,Tamil Nadu,Tiruchirappalli,Books,Fiction,Novel A,1,0.25,2199.19,1649.39,1649.39,2025-08-12,2025-08-20,6,8,Express,Delivered,1
IND-103226,Pooja Kumar,Godrej Consumer,North,Rajasthan,Udaipur,Furniture,Living Room,Sofa 3-seater,2,0.05,35074.7,66641.93,66641.93,2024-12-03,2024-12-04,2,1,Standard,In Transit,0
IND-103227,Priya Kapoor,BigBasket,South,Kerala,Thiruvananthapuram,Books,Fiction,Novel B,3,0.05,2007.54,5721.49,5721.49,2025-01-24,2025-01-31,8,7,Two Day,Out for Delivery,0
IND-103228,Priya Sharma,Reliance Retail,East,Tamil Nadu,Madurai,Books,Fiction,Novel A,2,0.25,2276.22,3414.33,3414.33,2025-03-24,2025-03-25,1,1,Overnight,In Transit,0
IND-103229,Suresh Nambiar,Reliance Retail,East,West Bengal,Howrah,Books,Fiction,Novel B,7,0.0,2916.19,20413.33,20413.33,2025-01-13,2025-01-25,10,12,Same Day,Delayed,1
IND-103230,Ravi Sharma,Spencers,West,Delhi,New Delhi,Electronics,Mobiles,Smartphone Model B,20,0.15,73407.74,1247931.58,1247931.58,2025-03-09,2025-03-24,5,15,Two Day,Delayed,1
IND-103231,Anjali Joshi,Infosys Ltd.,West,Rajasthan,Jaipur,Beauty & Personal Care,Haircare,Shampoo 200ml,18,0.0,125.19,2253.42,2253.42,2023-11-17,2023-11-26,9,9,Two Day,Delivered,0
IND-103232,Ravi Sharma,Dmart,North,West Bengal,Kolkata,Electronics,Mobiles,Smartphone Model A,5,0.05,59367.62,281996.2,281996.2,2025-11-02,2025-11-09,7,7,Overnight,Delivered,0
IND-103233,Divya Sharma,Tata Electronics,Central,Karnataka,Bengaluru,Groceries,Staples,Wheat Flour 10kg,19,0.1,1019.86,17439.61,17439.61,2025-07-08,2025-07-17,2,9,Two Day,Delivered,1
IND-103234,Priya Kumar,Dmart,Central,Rajasthan,Udaipur,Apparel,Women,Saree,3,0.15,336.53,858.15,858.15,2024-07-05,2024-07-08,3,3,Same Day,Delivered,0
IND-103235,Amit Kapoor,BigBasket,North,Kerala,Thiruvananthapuram,Furniture,Bedroom,Queen Bed,14,0.0,28425.82,397961.48,397961.48,2024-01-17,2024-01-28,8,11,Same Day,Delivered,1
IND-103236,Anjali Kumar,Godrej Consumer,North,Madhya Pradesh,Indore,Home Appliances,Large Appliances,Refrigerator 260L,3,0.25,42535.45,95704.76,95704.76,2024-04-07,2024-04-14,6,7,Overnight,Delayed,1
IND-103237,Divya Gupta,ITC Limited,West,West Bengal,Siliguri,Electronics,Mobiles,Smartphone Model B,5,0.25,77629.31,291109.91,291109.91,2024-04-03,2024-04-11,7,8,Express,Delayed,1
IND-103238,Raj Bose,Godrej Consumer,West,West Bengal,Howrah,Books,Education,Math Textbook,7,0.05,545.54,3627.84,3627.84,2023-12-01,2023-12-12,7,11,Overnight,Delayed,1
IND-103239,Suresh Iyer,BigBasket,Central,Telangana,Hyderabad,Books,Education,Science Workbook,9,0.05,990.95,8472.62,8472.62,2024-05-14,2024-05-22,9,8,Two Day,Delivered,0
IND-103240,Divya Singh,Spencers,West,Maharashtra,Mumbai,Kitchen,Storage,Plastic Container 3pc,2,0.15,3504.95,5958.41,5958.41,2025-01-14,2025-01-23,7,9,Express,Delivered,1
IND-103241,Raj Kapoor,Flipkart,Central,Tamil Nadu,Tiruchirappalli,Kitchen,Cookware,Non-stick Pan,9,0.15,3970.44,30373.87,30373.87,2024-03-18,2024-03-26,7,8,Same Day,Delivered,1
IND-103242,Vikram Gupta,Spencers,Central,Delhi,New Delhi,Books,Education,Math Textbook,8,0.25,2094.81,12568.86,12568.86,2025-02-17,2025-02-20,2,3,Express,Delivered,1
IND-103243,Divya Patel,Flipkart,South,Madhya Pradesh,Bhopal,Groceries,Dairy,Milk Powder 1kg,5,0.05,4689.55,22275.36,22275.36,2025-03-07,2025-03-15,7,8,Same Day,Delivered,1
IND-103244,Neha Singh,BigBasket,East,West Bengal,Siliguri,Beauty & Personal Care,Haircare,Conditioner 200ml,9,0.05,1978.16,16913.27,16913.27,2023-12-14,2023-12-17,1,3,Same Day,Delayed,1
IND-103245,Divya Kapoor,BigBasket,South,Kerala,Thiruvananthapuram,Automotive,Accessories,Car Seat Cover,18,0.05,14855.95,254036.75,254036.75,2024-06-21,2024-06-25,3,4,Same Day,Delayed,1
IND-103246,Suresh Patel,Mahindra & Mahindra,West,Gujarat,Surat,Home Appliances,Large Appliances,Washing Machine 7kg,16,0.1,34200.55,492487.92,492487.92,2025-07-25,2025-07-28,3,3,Overnight,Out for Delivery,0
IND-103247,Karan Joshi,Wipro Ltd.,West,Karnataka,Mysuru,Books,Education,Math Textbook,20,0.1,326.17,5871.06,5871.06,2025-10-02,2025-10-09,8,7,Standard,In Transit,0
IND-103248,Asha Bose,Godrej Consumer,Central,Karnataka,Bengaluru,Apparel,Kids,Kids Shorts,5,0.1,714.41,3214.84,3214.84,2024-07-20,2024-07-29,10,9,Standard,In Transit,0
IND-103249,Vikram Gupta,Spencers,West,West Bengal,Howrah,Electronics,TV & Audio,"LED TV 43""",13,0.2,20149.45,209554.28,209554.28,2025-02-15,2025-03-01,6,14,Overnight,Delayed,1
IND-103250,Vivek Kapoor,Reliance Retail,South,Gujarat,Ahmedabad,Groceries,Staples,Rice 5kg,1,0.1,3240.09,2916.08,2916.08,2024-09-10,2024-09-17,4,7,Two Day,Delivered,1
IND-103251,Vikram Gupta,Flipkart,South,Tamil Nadu,Chennai,Beauty & Personal Care,Haircare,Shampoo 200ml,15,0.25,1965.4,22110.75,22110.75,2024-05-25,2024-06-12,9,18,Express,Delivered,1
IND-103252,Pooja Iyer,BigBasket,West,Tamil Nadu,Tiruchirappalli,FMCG,Beverages,Tea Pack 1kg,10,0.25,1270.1,9525.75,9525.75,2024-01-15,2024-01-25,8,10,Standard,Delivered,1
IND-103253,Asha Singh,Mahindra & Mahindra,South,Delhi,New Delhi,Home Appliances,Kitchen Appliances,Mixer Grinder,13,0.1,34172.62,399819.65,399819.65,2024-12-08,2024-12-10,2,2,Overnight,Out for Delivery,0
IND-103254,Vikram Nambiar,Tata Electronics,East,Rajasthan,Jodhpur,Automotive,Spare Parts,Oil Filter,10,0.1,13145.05,118305.45,118305.45,2025-05-12,2025-05-18,5,6,Express,Delivered,1
IND-103255,Suresh Kapoor,BigBasket,North,Gujarat,Ahmedabad,Books,Fiction,Novel B,11,0.15,2468.84,23083.65,23083.65,2025-06-13,2025-06-22,9,9,Express,In Transit,0
IND-103256,Ravi Mehta,Aditya Birla Fashion,East,Gujarat,Vadodara,Automotive,Spare Parts,Car Brake Pad,1,0.1,636.65,572.99,572.99,2025-08-26,2025-09-04,10,9,Standard,In Transit,0
IND-103257,Raj Gupta,BigBasket,South,Rajasthan,Udaipur,FMCG,Beverages,Coffee Jar 200g,15,0.2,3532.15,42385.8,42385.8,2024-12-07,2024-12-16,7,9,Overnight,Delayed,1
IND-103258,Karan Reddy,Godrej Consumer,South,Telangana,Nizamabad,Electronics,Mobiles,Smartphone Model C,5,0.25,54076.57,202787.14,202787.14,2024-11-07,2024-11-11,4,4,Same Day,In Transit,0
IND-103259,Asha Reddy,Flipkart,East,West Bengal,Siliguri,Apparel,Men,Jeans,6,0.2,1003.22,4815.46,4815.46,2025-03-29,2025-04-01,1,3,Standard,Delayed,1
IND-103260,Sneha Joshi,Marico Ltd.,Central,Gujarat,Ahmedabad,FMCG,Snacks,Potato Chips 150g,14,0.1,753.24,9490.82,9490.82,2025-06-12,2025-06-17,3,5,Same Day,Delivered,1
IND-103261,Suresh Nambiar,Wipro Ltd.,North,Delhi,New Delhi,Groceries,Dairy,Milk Powder 1kg,15,0.05,4662.46,66440.05,66440.05,2024-10-10,2024-10-19,10,9,Standard,In Transit,0
IND-103262,Vikram Patel,Godrej Consumer,Central,Rajasthan,Jaipur,Books,Fiction,Novel B,9,0.05,677.41,5791.86,5791.86,2024-03-20,2024-03-30,7,10,Standard,Delayed,1
IND-103263,Vivek Mehta,Hindustan Unilever,Central,Kerala,Kozhikode,Books,Education,Math Textbook,16,0.0,1496.1,23937.6,23937.6,2024-10-01,2024-10-07,4,6,Express,Delayed,1
IND-103264,Ravi Iyer,Godrej Consumer,East,West Bengal,Howrah,Beauty & Personal Care,Skincare,Face Cream 50ml,18,0.25,1009.81,13632.43,13632.43,2024-12-23,2025-01-02,9,10,Same Day,Delayed,1
IND-103265,Priya Sharma,Wipro Ltd.,West,Delhi,New Delhi,Apparel,Women,Saree,18,0.0,1021.36,18384.48,18384.48,2024-05-06,2024-05-13,7,7,Standard,Out for Delivery,0
IND-103266,Vivek Kumar,Amazon India,West,Kerala,Kozhikode,FMCG,Snacks,Potato Chips 150g,6,0.1,1192.93,6441.82,6441.82,2024-03-18,2024-03-27,9,9,Express,Out for Delivery,0
IND-103267,Priya Reddy,Mahindra & Mahindra,South,Kerala,Thiruvananthapuram,Electronics,Computers,Laptop Model X,20,0.15,43667.03,742339.51,742339.51,2024-02-02,2024-02-08,5,6,Same Day,Delivered,1
IND-103268,Vivek Singh,Marico Ltd.,West,Maharashtra,Mumbai,Furniture,Bedroom,Wardrobe,16,0.0,55455.98,887295.68,887295.68,2025-09-07,2025-09-13,5,6,Standard,Delayed,1
IND-103269,Karan Patel,Wipro Ltd.,East,Kerala,Kochi,Furniture,Living Room,Sofa 3-seater,14,0.1,14220.62,179179.81,179179.81,2025-02-23,2025-03-03,6,8,Two Day,Delayed,1
IND-103270,Divya Gupta,Dmart,West,Maharashtra,Pune,Electronics,Computers,Laptop Model Y,14,0.15,37006.77,440380.56,440380.56,2025-06-25,2025-07-07,6,12,Express,Delivered,1
IND-103271,Neha Iyer,Hindustan Unilever,North,Maharashtra,Nashik,Furniture,Bedroom,Queen Bed,5,0.1,24973.02,112378.59,112378.59,2025-04-05,2025-04-11,5,6,Standard,Delayed,1
IND-103272,Neha Iyer,Wipro Ltd.,West,Maharashtra,Nagpur,Groceries,Dairy,Milk Powder 1kg,11,0.15,2936.18,27453.28,27453.28,2024-01-04,2024-01-07,1,3,Overnight,Delayed,1
IND-103273,Vikram Joshi,Tata Electronics,Central,Rajasthan,Udaipur,FMCG,Beverages,Tea Pack 1kg,19,0.05,3175.45,57316.87,57316.87,2025-03-16,2025-03-18,2,2,Overnight,Delivered,0
IND-103274,Neha Patel,Spencers,West,Rajasthan,Udaipur,Apparel,Women,Saree,1,0.2,382.25,305.8,305.8,2024-01-28,2024-02-07,8,10,Two Day,Delayed,1
IND-103275,Vikram Mehta,Hindustan Unilever,West,Rajasthan,Jaipur,Books,Education,Math Textbook,5,0.1,1293.34,5820.03,5820.03,2025-07-17,2025-07-19,2,2,Express,Out for Delivery,0
IND-103276,Karan Mehta,Godrej Consumer,North,Kerala,Thiruvananthapuram,Apparel,Women,Saree,7,0.0,325.32,2277.24,2277.24,2025-08-04,2025-08-12,8,8,Standard,Delivered,0
IND-103277,Vikram Patel,Flipkart,East,Tamil Nadu,Tiruchirappalli,Furniture,Bedroom,Queen Bed,16,0.1,27115.18,390458.59,390458.59,2024-01-17,2024-01-19,2,2,Same Day,In Transit,0
IND-103278,Sneha Kapoor,Mahindra & Mahindra,South,Gujarat,Ahmedabad,Apparel,Women,Kurta,16,0.1,377.35,5433.84,5433.84,2024-07-28,2024-08-08,9,11,Express,Delayed,1
IND-103279,Karan Gupta,Wipro Ltd.,North,Delhi,New Delhi,Electronics,Mobiles,Smartphone Model A,10,0.25,35168.86,263766.45,263766.45,2025-03-12,2025-03-19,5,7,Overnight,Delivered,1
IND-103280,Asha Singh,Flipkart,North,West Bengal,Siliguri,Beauty & Personal Care,Haircare,Conditioner 200ml,9,0.0,1662.65,14963.85,14963.85,2025-04-24,2025-05-02,8,8,Standard,Delivered,0
IND-103281,Pooja Nambiar,Hindustan Unilever,Central,Gujarat,Vadodara,Automotive,Spare Parts,Oil Filter,2,0.0,3660.11,7320.22,7320.22,2024-10-27,2024-10-31,2,4,Same Day,Delayed,1
IND-103282,Vikram Kapoor,Amazon India,West,Kerala,Thiruvananthapuram,Kitchen,Storage,Plastic Container 3pc,18,0.1,2477.42,40134.2,40134.2,2024-09-09,2024-09-16,8,7,Express,In Transit,0
IND-103283,Sneha Joshi,Amazon India,North,Tamil Nadu,Madurai,Groceries,Staples,Wheat Flour 10kg,3,0.1,176.28,475.96,475.96,2025-02-25,2025-03-02,3,5,Two Day,Delivered,1
IND-103284,Karan Kumar,Amazon India,North,Kerala,Kochi,Beauty & Personal Care,Haircare,Shampoo 200ml,8,0.05,2686.7,20418.92,20418.92,2024-06-20,2024-06-29,7,9,Two Day,Delivered,1
IND-103285,Asha Joshi,Dmart,North,Karnataka,Bengaluru,Groceries,Dairy,Milk Powder 1kg,19,0.0,2372.14,45070.66,45070.66,2024-03-07,2024-03-17,9,10,Standard,Delayed,1
IND-103286,Asha Bose,Godrej Consumer,East,Maharashtra,Pune,Home Appliances,Large Appliances,Refrigerator 260L,16,0.25,11508.67,138104.04,138104.04,2024-03-31,2024-04-01,1,1,Two Day,In Transit,0
IND-103287,Anjali Sharma,Amazon India,Central,Delhi,New Delhi,Groceries,Dairy,Cheese 200g,17,0.15,3963.87,57277.92,57277.92,2025-09-01,2025-09-12,10,11,Same Day,Delivered,1
IND-103288,Neha Nambiar,Amazon India,Central,Gujarat,Surat,Apparel,Men,Jeans,20,0.2,351.15,5618.4,5618.4,2024-09-09,2024-09-26,7,17,Standard,Delivered,1
IND-103289,Asha Kapoor,Flipkart,Central,Tamil Nadu,Coimbatore,Furniture,Living Room,Sofa 3-seater,18,0.25,52037.29,702503.42,702503.42,2024-06-10,2024-06-15,3,5,Two Day,Delivered,1
IND-103290,Raj Patel,Hindustan Unilever,West,Madhya Pradesh,Gwalior,Electronics,Mobiles,Smartphone Model A,6,0.1,75654.95,408536.73,408536.73,2024-01-14,2024-01-19,4,5,Express,Delivered,1
IND-103291,Amit Kumar,BigBasket,East,Karnataka,Hubballi,Books,Education,Science Workbook,4,0.05,2995.51,11382.94,11382.94,2024-06-22,2024-07-08,6,16,Same Day,Delivered,1
